"Actor","Source","ID","Title","Year","Rated","Type","Actors","Genre","Metascore","imdbRating","imdbVotes","tomatoMeter","tomatoRating","tomatoUserMeter","tomatoUserRating","tomatoUserReviews","BoxOffice","Production"
"Willem Dafoe","Money","tt0497323","Anamorph","2007","R","movie","Willem Dafoe, Scott Speedman, Don Harvey, James Rebhorn","Crime, Horror, Thriller","43","5.5","8,041","27","4.6","24","2.6","3085","N/A","IFC First Take"
"Willem Dafoe","Money","tt0393329","Go Go Tales","2007","UNRATED","movie","Willem Dafoe, Bob Hoskins, Matthew Modine, Asia Argento","Comedy, Drama","61","5.8","991","67","5.8","27","2.7","501","N/A","IFC First Take"
"Willem Dafoe","Money","tt0413300","Spider-Man 3","2007","PG-13","movie","Tobey Maguire, Kirsten Dunst, James Franco, Thomas Haden Church","Action, Adventure","59","6.2","376,469","63","6.2","51","3.3","2262620","$336.5M","Sony Pictures"
"Willem Dafoe","Money","tt0453451","Mr. Bean's Holiday","2007","PG","movie","Rowan Atkinson, Steve Pemberton, Lily Atkinson, Preston Nyman","Comedy, Family","56","6.3","87,302","51","5.5","49","2.9","442127","$32.6M","Universal Pictures"
"Willem Dafoe","Money","tt0783608","The Walker","2007","R","movie","Woody Harrelson, Kristin Scott Thomas, Lauren Bacall, Ned Beatty","Crime, Drama, Mystery","55","5.9","4,559","54","5.3","28","2.8","10118","$43.2k","ThinkFilm"
"Willem Dafoe","Money","tt1309148","The Procedure","2007","N/A","movie","Willem Dafoe, Will Ferrell, Ana Gasteyer, Spencer Kayden","Short, Comedy","N/A","6.3","170","N/A","N/A","33","3.2","64","N/A","N/A"
"Willem Dafoe","Money","tt0495596","Tales from Earthsea","2006","PG-13","movie","Jun'ichi Okada, Aoi Teshima, Bunta Sugawara, Yûko Tanaka","Animation, Adventure, Fantasy","47","6.5","23,518","N/A","N/A","N/A","N/A","108","N/A","N/A"
"Willem Dafoe","Money","tt0401711","Paris, je t'aime","2006","R","movie","Florence Muller, Bruno Podalydès, Leïla Bekhti, Cyril Descours","Comedy, Drama, Romance","66","7.3","62,794","87","7.1","84","3.8","192214","$4.9M","First Look Pictures"
"Willem Dafoe","Money","tt0454848","Inside Man","2006","R","movie","Denzel Washington, Clive Owen, Jodie Foster, Christopher Plummer","Crime, Drama, Mystery","76","7.6","270,494","86","7.3","85","3.7","350061","$88.4M","Universal Pictures"
"Willem Dafoe","Money","tt0465142","American Dreamz","2006","PG-13","movie","Hugh Grant, Dennis Quaid, Mandy Moore, Willem Dafoe","Comedy, Music","45","5.5","22,538","41","5.3","31","2.7","96052","$7.2M","Universal Pictures"
"Willem Dafoe","Money","tt0219171","Ripley Under Ground","2005","N/A","movie","Barry Pepper, Jacinda Barrett, Ian Hart, Claire Forlani","Crime, Drama, Thriller","N/A","6.1","1,924","N/A","N/A","34","3.0","622","N/A","N/A"
"Willem Dafoe","Money","tt0439878","Before It Had a Name","2005","PG-13","movie","Willem Dafoe, Giada Colagrande, Seymour Cassel, Isaach De Bankolé","Drama, Romance","N/A","3.2","530","N/A","N/A","20","2.3","107","N/A","N/A"
"Willem Dafoe","Money","tt0342735","Manderlay","2005","NOT RATED","movie","Bryce Dallas Howard, Isaach De Bankolé, Danny Glover, Willem Dafoe","Drama","46","7.4","18,532","51","5.6","75","3.6","16474","N/A","IFC Films"
"Willem Dafoe","Money","tt0329774","xXx: State of the Union","2005","PG-13","movie","Willem Dafoe, Samuel L. Jackson, Ice Cube, Scott Speedman","Action, Adventure, Crime","37","4.3","50,460","16","3.8","32","2.8","112992","$26.1M","Sony Pictures"
"Willem Dafoe","Money","tt0338751","The Aviator","2004","PG-13","movie","Leonardo DiCaprio, Cate Blanchett, Kate Beckinsale, John C. Reilly","Biography, Drama","77","7.5","262,080","87","7.8","79","3.4","206094","$102.6M","Miramax"
"Willem Dafoe","Money","tt0374584","Control","2004","R","movie","Ray Liotta, Willem Dafoe, Michelle Rodriguez, Stephen Rea","Crime, Sci-Fi, Thriller","N/A","6.2","6,207","N/A","N/A","49","3.2","4522","N/A","Millennium Media Services"
"Willem Dafoe","Money","tt0362270","The Life Aquatic with Steve Zissou","2004","R","movie","Bill Murray, Owen Wilson, Cate Blanchett, Anjelica Huston","Adventure, Comedy, Drama","62","7.3","138,065","73","6.5","62","3.5","121","N/A","Empire Pictures"
"Willem Dafoe","Money","tt0316654","Spider-Man 2","2004","PG-13","movie","Tobey Maguire, Kirsten Dunst, James Franco, Alfred Molina","Action, Adventure, Fantasy","83","7.3","406,228","93","8.3","81","3.5","1148729","$373.4M","Sony Pictures"
"Willem Dafoe","Money","tt0331952","The Clearing","2004","R","movie","Robert Redford, Helen Mirren, Willem Dafoe, Alessandro Nivola","Drama, Mystery, Thriller","60","5.9","11,569","43","5.6","32","2.9","7358","$5.6M","Fox Searchlight Pictures"
"Willem Dafoe","Money","tt0366629","James Bond 007: Everything or Nothing","2003","N/A","game","Pierce Brosnan, John Cleese, Willem Dafoe, Judi Dench","Animation, Action, Adventure","N/A","8.0","1,718","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Willem Dafoe","Money","tt0377582","Camel Cricket City","2003","N/A","movie","Jonathan Case, Brandy Borra, Willem Dafoe, Brad Goslee","Short","N/A","8.0","14","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Willem Dafoe","Money","tt0285823","Once Upon a Time in Mexico","2003","R","movie","Antonio Banderas, Salma Hayek, Johnny Depp, Mickey Rourke","Action, Crime, Thriller","56","6.4","129,238","68","6.3","64","3.2","285088","$55.9M","Sony Pictures Releasing"
"Willem Dafoe","Money","tt0266543","Finding Nemo","2003","G","movie","Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe","Animation, Adventure, Comedy","90","8.1","676,475","99","8.7","86","3.8","33352843","$380.5M","Walt Disney Pictures"
"Willem Dafoe","Money","tt0401422","Finding Nemo","2003","N/A","game","Benjamin Hoppe, Brian Monroe, Ned Lott, Renée Johnson","Action, Adventure, Drama","N/A","7.5","141","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Willem Dafoe","Money","tt0258816","The Reckoning","2002","R","movie","Paul Bettany, Marian Aguilera, Trevor Steedman, Simon McBurney","Crime, Drama, Mystery","49","6.6","4,922","40","5.6","57","3.3","4730","N/A","Paramount Classics"
"Willem Dafoe","Money","tt0298744","Auto Focus","2002","R","movie","Greg Kinnear, Willem Dafoe, Rita Wilson, Maria Bello","Biography, Crime, Drama","66","6.6","11,327","72","6.7","60","3.2","5934","$1.8M","Sony Pictures Classics"
"Willem Dafoe","Money","tt0145487","Spider-Man","2002","PG-13","movie","Tobey Maguire, Willem Dafoe, Kirsten Dunst, James Franco","Action, Adventure, Fantasy","73","7.3","537,976","89","7.6","67","3.3","34294122","$403.7M","Columbia Pictures"
"Willem Dafoe","Money","tt0316655","Spider-Man","2002","N/A","game","Tobey Maguire, Willem Dafoe, Bruce Campbell, Josh Keaton","Action, Adventure, Sci-Fi","N/A","7.3","924","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Willem Dafoe","Money","tt0245090","Edges of the Lord","2001","R","movie","Haley Joel Osment, Willem Dafoe, Richard Banel, Liam Hess","Crime, Drama, Romance","N/A","7.0","3,001","N/A","N/A","73","3.7","1613","N/A","Miramax"
"Willem Dafoe","Money","tt0244709","Pavilion of Women","2001","R","movie","Willem Dafoe, Luo Yan, Sau Sek, John Cho","Drama, Romance, War","26","5.9","873","6","3.1","54","3.3","1155","N/A","Universal Focus"
"Willem Dafoe","Money","tt0250403","Globehunters","2000","N/A","movie","Sid Caesar, Willem Dafoe, Chaka Khan, Carl Reiner","Animation, Family","N/A","5.3","20","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Willem Dafoe","Money","tt0176579","Bullfighter","2000","R","movie","Olivier Martinez, Michelle Forbes, Assumpta Serna, Donnie Wahlberg","Action, Fantasy, Western","N/A","2.4","349","N/A","N/A","0","1.6","91","N/A","N/A"
"Willem Dafoe","Money","tt0189998","Shadow of the Vampire","2000","R","movie","John Malkovich, Willem Dafoe, Udo Kier, Cary Elwes","Drama, Horror","71","6.9","34,008","81","7.0","74","3.4","25138","$7.5M","Lions Gate Releasing"
"Willem Dafoe","Money","tt0204137","Animal Factory","2000","R","movie","Willem Dafoe, Edward Furlong, Danny Trejo, Mark Boone Junior","Crime, Drama","65","6.6","10,596","82","6.8","58","3.2","9321","N/A","Silver Nitrate"
"Willem Dafoe","Money","tt0144084","American Psycho","2000","R","movie","Christian Bale, Justin Theroux, Josh Lucas, Bill Sage","Drama","64","7.6","352,845","67","6.2","85","3.6","302156","N/A","Lions Gate Films"
"Willem Dafoe","Money","tt0144117","The Boondock Saints","1999","R","movie","Willem Dafoe, Sean Patrick Flanery, Norman Reedus, David Della Rocco","Action, Crime, Thriller","44","7.9","196,341","20","4.2","91","4.2","334506","N/A","Indican"
"Willem Dafoe","Money","tt0120907","eXistenZ","1999","R","movie","Jennifer Jason Leigh, Jude Law, Ian Holm, Willem Dafoe","Horror, Sci-Fi, Thriller","68","6.8","76,702","71","6.7","69","3.3","48445","N/A","Miramax"
"Willem Dafoe","Money","tt0133122","New Rose Hotel","1998","R","movie","Christopher Walken, Willem Dafoe, Asia Argento, Annabella Sciorra","Drama, Mystery, Sci-Fi","31","4.8","3,446","19","4.2","39","2.8","2215","N/A","Rose Releasing"
"Willem Dafoe","Money","tt0125879","Lulu on the Bridge","1998","PG-13","movie","Harvey Keitel, Richard Edson, Don Byron, Kevin Corrigan","Drama, Music, Mystery","N/A","6.3","3,478","0","3.6","55","3.2","1533","N/A","Trimark"
"Willem Dafoe","Money","tt0118564","Affliction","1997","R","movie","Nick Nolte, Brigid Tierney, Holmes Osborne, Jim True-Frost","Drama, Mystery, Thriller","79","7.0","11,852","87","7.7","72","3.5","5439","N/A","Lions Gate"
"Willem Dafoe","Money","tt0120179","Speed 2: Cruise Control","1997","PG-13","movie","Sandra Bullock, Jason Patric, Willem Dafoe, Temuera Morrison","Action, Crime, Romance","23","3.7","59,938","3","3.4","16","2.2","221859","N/A","Fox"
"Willem Dafoe","Money","tt0114846","Victory","1996","R","movie","Willem Dafoe, Sam Neill, Irène Jacob, Rufus Sewell","Drama, Romance","N/A","6.3","370","N/A","N/A","76","3.6","572","N/A","Miramax Films"
"Willem Dafoe","Money","tt0116209","The English Patient","1996","R","movie","Ralph Fiennes, Juliette Binoche, Willem Dafoe, Kristin Scott Thomas","Drama, Romance, War","87","7.4","140,514","84","7.6","83","3.6","81060","N/A","Miramax Films"
"Willem Dafoe","Money","tt0115632","Basquiat","1996","R","movie","Jeffrey Wright, Michael Wincott, Benicio Del Toro, Claire Forlani","Biography, Drama","65","6.9","15,762","N/A","N/A","20","2.2","78","N/A","N/A"
"Willem Dafoe","Money","tt0110665","The Night and the Moment","1994","R","movie","Ivan Bacciocchi, Jean-Claude Carrière, Axelle Cummings, Willem Dafoe","Drama","N/A","5.7","217","N/A","N/A","44","3.0","532","N/A","Miramax"
"Willem Dafoe","Money","tt0109444","Clear and Present Danger","1994","PG-13","movie","Harrison Ford, Willem Dafoe, Anne Archer, Joaquim de Almeida","Action, Crime, Drama","74","6.9","68,997","82","6.9","74","3.4","61298","N/A","Paramount Home Video"
"Willem Dafoe","Money","tt0111454","Tom & Viv","1994","PG-13","movie","Willem Dafoe, Miranda Richardson, Rosemary Harris, Tim Dutton","Biography, Drama, Romance","N/A","6.5","1,264","33","4.8","60","3.3","1302","N/A","Miramax"
"Willem Dafoe","Money","tt0107209","Faraway, So Close!","1993","PG-13","movie","Otto Sander, Peter Falk, Horst Buchholz, Mikhail Gorbachev","Fantasy, Drama, Mystery","N/A","7.3","5,786","N/A","N/A","N/A","N/A","42","N/A","N/A"
"Willem Dafoe","Money","tt0106453","Body of Evidence","1993","R","movie","Madonna, Joe Mantegna, Charles Hallahan, Julianne Moore","Drama, Thriller","N/A","4.3","11,245","6","2.7","22","2.4","8330","N/A","MGM"
"Willem Dafoe","Money","tt0105813","White Sands","1992","R","movie","Willem Dafoe, Mary Elizabeth Mastrantonio, Mickey Rourke, Samuel L. Jackson","Action, Crime, Drama","N/A","6.0","5,476","47","5.0","42","2.9","3598","N/A","Warner Home Video"
"Willem Dafoe","Money","tt0102307","Light Sleeper","1992","R","movie","Willem Dafoe, Susan Sarandon, Dana Delany, David Clennon","Crime, Drama","N/A","6.8","3,611","89","7.3","63","3.3","2055","N/A","Live Home Video"
"Willem Dafoe","Money","tt0099587","Flight of the Intruder","1991","PG-13","movie","Danny Glover, Willem Dafoe, Brad Johnson, Rosanna Arquette","Action, Drama, Thriller","N/A","5.7","4,725","25","4.4","52","3.0","5937","$14.6M","Paramount"
"Willem Dafoe","Money","tt0100935","Wild at Heart","1990","N/A","movie","Nicolas Cage, Laura Dern, Willem Dafoe, J.E. Freeman","Comedy, Crime, Thriller","52","7.3","60,647","65","6.0","81","3.7","42961","N/A","Media Home Entertainment"
"Willem Dafoe","Money","tt0099329","Cry-Baby","1990","PG-13","movie","Johnny Depp, Amy Locane, Susan Tyrrell, Polly Bergen","Comedy, Musical, Romance","N/A","6.5","43,702","73","6.6","77","3.3","211063","N/A","Universal Pictures"
"Willem Dafoe","Money","tt2710534","Arrive Alive","1990","N/A","movie","Al Peter Bruno, Joan Cusack, Willem Dafoe, Warren Dan Goldstein","Action, Comedy, Mystery","N/A","5.9","9","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Willem Dafoe","Money","tt0096969","Born on the Fourth of July","1989","R","movie","Tom Cruise, Raymond J. Barry, Caroline Kava, Josh Evans","Biography, Drama, War","75","7.2","75,904","90","7.4","76","3.4","58843","N/A","Universal Pictures"
"Willem Dafoe","Money","tt0098513","Triumph of the Spirit","1989","R","movie","Willem Dafoe, Edward James Olmos, Robert Loggia, Wendy Gazelle","Biography, Drama, History","N/A","6.9","1,660","50","4.9","53","3.3","1228","N/A","Sony Pictures Home Entertainment"
"Willem Dafoe","Money","tt0095647","Mississippi Burning","1988","R","movie","Gene Hackman, Willem Dafoe, Frances McDormand, Brad Dourif","Crime, Drama, History","65","7.8","64,819","89","6.4","90","3.7","38986","N/A","Orion Pictures Corporation"
"Willem Dafoe","Money","tt0095497","The Last Temptation of Christ","1988","R","movie","Willem Dafoe, Harvey Keitel, Paul Greco, Steve Shill","Drama","80","7.6","39,351","82","7.4","84","3.7","35512","N/A","Universal Pictures"
"Willem Dafoe","Money","tt0095774","Off Limits","1988","R","movie","Willem Dafoe, Gregory Hines, Fred Ward, Amanda Pays","Action, Thriller, War","N/A","6.2","2,026","50","4.9","35","3.0","1663","N/A","Twentieth Century Fox Home Entertainment"
"Willem Dafoe","Money","tt0092851","Dear America: Letters Home from Vietnam","1987","PG-13","movie","Tom Berenger, Ellen Burstyn, J. Kenneth Campbell, Richard Chaves","Documentary, History, War","N/A","7.9","1,455","100","8.4","94","4.1","1954","N/A","HBO Films"
"Willem Dafoe","Money","tt0091763","Platoon","1986","R","movie","Tom Berenger, Keith David, Willem Dafoe, Forest Whitaker","Drama, War","N/A","8.1","286,907","88","8.1","93","3.9","238588","N/A","Orion Pictures"
"Willem Dafoe","Money","tt0085031","Deadly Nightmares","1983–1991","N/A","series","Page Fletcher","Drama, Horror, Sci-Fi","N/A","6.9","897","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Willem Dafoe","Money","tt0090180","To Live and Die in L.A.","1985","R","movie","William Petersen, Willem Dafoe, John Pankow, Debra Feuer","Action, Crime, Drama","N/A","7.2","20,638","93","7.2","79","3.6","10108","N/A","MGM Home Entertainment"
"Willem Dafoe","Money","tt0088008","Roadhouse 66","1985","R","movie","Willem Dafoe, Judge Reinhold, Kaaren Lee, Kate Vernon","Action, Comedy, Romance","N/A","5.2","462","N/A","N/A","56","3.5","513","N/A","Atlantic Releasing Corporation"
"Willem Dafoe","Money","tt0088194","Streets of Fire","1984","R","movie","Michael Paré, Diane Lane, Rick Moranis, Amy Madigan","Action, Crime, Drama","N/A","6.7","12,274","62","5.9","70","3.5","8424","N/A","MCA Universal Home Video"
"Willem Dafoe","Money","tt0087786","New York Nights","1984","R","movie","Corinne Wahl, George Ayer, Gordon Press, Lisa Peluso","Drama, Romance","N/A","4.8","112","N/A","N/A","50","2.9","19","N/A","Bedford"
"Willem Dafoe","Money","tt0085701","The Hunger","1983","R","movie","Catherine Deneuve, David Bowie, Susan Sarandon, Cliff De Young","Horror","N/A","6.6","17,202","46","5.5","67","3.4","12636","N/A","MGM"
"Willem Dafoe","Money","tt0085872","The Loveless","1981","R","movie","Willem Dafoe, Robert Gordon, Marin Kanter, J. Don Ferguson","Drama","N/A","6.3","817","89","6.7","62","3.4","532","N/A","Atlantic Releasing"
"Willem Dafoe","Money","tt0080855","Heaven's Gate","1980","R","movie","Kris Kristofferson, Christopher Walken, John Hurt, Sam Waterston","Adventure, Drama, Western","N/A","6.7","9,538","57","6.2","55","3.2","5291","N/A","MGM/UA"
"Cameron Diaz","Money","tt0877512","Yo Gabba Gabba!","2007–","TV-Y","series","Lance Robertson, Emma Jacobs, Amos Watene, Erin Pearce","Family","N/A","7.1","1,004","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Cameron Diaz","Money","tt1823664","Annie","2014","PG","movie","Jamie Foxx, Quvenzhané Wallis, Rose Byrne, Bobby Cannavale","Comedy, Drama, Family","33","5.2","24,023","27","4.5","60","3.5","52857","N/A","Sony Pictures"
"Cameron Diaz","Money","tt1956620","Sex Tape","2014","R","movie","Cameron Diaz, Jason Segel, Rob Corddry, Ellie Kemper","Comedy","36","5.1","83,207","17","4.0","33","2.8","51507","N/A","Sony Pictures"
"Cameron Diaz","Money","tt2203939","The Other Woman","2014","PG-13","movie","Cameron Diaz, Leslie Mann, Nikolaj Coster-Waldau, Don Johnson","Comedy, Romance","39","6.0","102,989","24","4.2","57","3.5","64866","N/A","20th Century Fox"
"Cameron Diaz","Money","tt2193215","The Counselor","2013","R","movie","Michael Fassbender, Penélope Cruz, Cameron Diaz, Javier Bardem","Crime, Drama, Thriller","48","5.3","79,878","35","4.9","23","2.4","41182","$17.0M","Fox Films"
"Cameron Diaz","Money","tt2294677","In a World...","2013","R","movie","Lake Bell, Rob Corddry, Alexandra Holden, Eva Longoria","Comedy","79","6.7","25,582","92","7.6","71","3.6","20706","N/A","Roadside Attractions"
"Cameron Diaz","Money","tt0404978","Gambit","2012","PG-13","movie","Colin Firth, Tom Courtenay, Alan Rickman, Mike Noble","Comedy, Crime","N/A","5.7","18,422","N/A","4.2","23","2.6","5947","N/A","N/A"
"Cameron Diaz","Money","tt4653962","What to Expect When You're Expecting: What to Expect and the Pregnancy Bible","2012","N/A","movie","Elizabeth Banks, Chace Crawford, Brooklyn Decker, Cameron Diaz","Short","N/A","5.2","24","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Cameron Diaz","Money","tt1979172","A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman","2012","R","movie","Graham Chapman, John Cleese, Terry Jones, Michael Palin","Animation, Comedy","45","5.9","1,239","46","5.0","45","3.2","474","N/A","Brainstorm Media"
"Cameron Diaz","Money","tt2486724","Shrek's Thrilling Tales","2012","N/A","movie","Mike Myers, Eddie Murphy, Cameron Diaz, Hugh Laurie","Animation, Short","N/A","6.3","236","N/A","N/A","33","3.1","15","N/A","N/A"
"Cameron Diaz","Money","tt1586265","What to Expect When You're Expecting","2012","PG-13","movie","Cameron Diaz, Jennifer Lopez, Elizabeth Banks, Chace Crawford","Comedy, Drama, Romance","41","5.7","56,677","22","4.4","47","3.2","189297","$41.1M","Lionsgate Films"
"Cameron Diaz","Money","tt1284575","Bad Teacher","2011","R","movie","Cameron Diaz, Lucy Punch, Jason Segel, Justin Timberlake","Comedy","47","5.7","158,958","44","5.3","36","2.9","83852","$100.3M","Sony Pictures"
"Cameron Diaz","Money","tt0990407","The Green Hornet","2011","PG-13","movie","Seth Rogen, Jay Chou, Cameron Diaz, Tom Wilkinson","Action, Comedy, Crime","39","5.8","135,056","43","5.2","43","3.1","116011","$98.8M","Sony Pictures"
"Cameron Diaz","Money","tt1830577","Donkey's Christmas Shrektacular","2010","N/A","movie","Eddie Murphy, Mike Myers, Antonio Banderas, Cameron Diaz","Animation, Short, Family","N/A","5.4","655","N/A","N/A","49","3.2","74","N/A","N/A"
"Cameron Diaz","Money","tt1725156","Scared Shrekless","2010","TV-PG","movie","Mike Myers, Cameron Diaz, Antonio Banderas, Kristen Schaal","Animation, Short, Adventure","N/A","6.8","2,613","N/A","N/A","65","3.6","358","N/A","DreamWorks Animation"
"Cameron Diaz","Money","tt1013743","Knight and Day","2010","PG-13","movie","Tom Cruise, Cameron Diaz, Peter Sarsgaard, Jordi Mollà","Action, Comedy, Romance","46","6.3","146,743","52","5.6","49","3.2","198260","$76.4M","20th Century Fox"
"Cameron Diaz","Money","tt0892791","Shrek Forever After","2010","PG","movie","Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas","Animation, Adventure, Comedy","58","6.4","137,176","58","5.9","54","3.5","352299","$238.3M","Paramount"
"Cameron Diaz","Money","tt0362478","The Box","2009","PG-13","movie","Cameron Diaz, James Marsden, Frank Langella, James Rebhorn","Drama, Fantasy, Mystery","47","5.6","75,742","45","5.1","23","2.4","358918","$114.9M","Warner Bros. Pictures"
"Cameron Diaz","Money","tt1078588","My Sister's Keeper","2009","PG-13","movie","Abigail Breslin, Walter Raney, Sofia Vassilieva, Cameron Diaz","Drama","51","7.4","73,758","48","5.6","72","3.4","365160","$49.1M","Warner Bros. Pictures"
"Cameron Diaz","Money","tt1033643","What Happens in Vegas","2008","PG-13","movie","Cameron Diaz, Ashton Kutcher, Rob Corddry, Lake Bell","Comedy, Romance","36","6.1","139,465","27","4.5","65","3.6","501507","$80.2M","20th Century Fox"
"Cameron Diaz","Money","tt0897387","Shrek the Halls","2007","TV-PG","movie","Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas","Animation, Adventure, Comedy","N/A","6.5","9,453","N/A","N/A","63","3.5","27439","N/A","DreamWorks Animation"
"Cameron Diaz","Money","tt0413267","Shrek the Third","2007","PG","movie","Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas","Animation, Adventure, Comedy","58","6.1","208,451","40","5.4","52","3.4","2217685","$320.7M","Dreamworks"
"Cameron Diaz","Money","tt0457939","The Holiday","2006","PG-13","movie","Cameron Diaz, Kate Winslet, Jude Law, Jack Black","Comedy, Romance","52","6.9","181,086","47","5.5","80","3.7","506746","$63.2M","Sony Pictures"
"Cameron Diaz","Money","tt0388125","In Her Shoes","2005","PG-13","movie","Cameron Diaz, Anson Mount, Toni Collette, Richard Burgi","Comedy, Drama, Romance","60","6.5","51,443","75","6.9","66","3.2","390670","$32.8M","20th Century Fox"
"Cameron Diaz","Money","tt0072562","Saturday Night Live","1975–","TV-14","series","Don Pardo, Lenny Pickett, Darrell Hammond","Comedy, Music","N/A","8.2","32,549","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Cameron Diaz","Money","tt0438844","Far Far Away Idol","2004","G","movie","Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas","Music, Animation, Comedy","N/A","6.3","1,393","N/A","N/A","33","3.1","31","N/A","N/A"
"Cameron Diaz","Money","tt0298148","Shrek 2","2004","PG","movie","Mike Myers, Eddie Murphy, Cameron Diaz, Julie Andrews","Animation, Adventure, Comedy","75","7.2","308,729","88","7.7","69","3.5","34230948","$436.5M","DreamWorks SKG"
"Cameron Diaz","Money","tt0305357","Charlie's Angels: Full Throttle","2003","PG-13","movie","Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac","Action, Adventure, Comedy","48","4.8","99,945","43","5.0","40","3.0","462764","$100.7M","Columbia Pictures"
"Cameron Diaz","Money","tt0360985","Shrek 4-D","2003","N/A","movie","Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow","Comedy, Family, Fantasy","N/A","6.5","3,085","N/A","N/A","67","3.7","60860","N/A","N/A"
"Cameron Diaz","Money","tt0217505","Gangs of New York","2002","R","movie","Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz, Jim Broadbent","Crime, Drama, History","72","7.5","311,111","75","7.1","81","3.5","292325","$77.6M","Miramax Films"
"Cameron Diaz","Money","tt0181689","Minority Report","2002","PG-13","movie","Tom Cruise, Max von Sydow, Steve Harris, Neal McDonough","Action, Mystery, Sci-Fi","80","7.7","393,672","90","8.1","80","3.4","479455","$132.0M","Dreamworks"
"Cameron Diaz","Money","tt0408019","My Father's House","2002","N/A","movie","Clint Culp, Verna Day, Mike Donaldson, Jeremy Garrett","Drama","N/A","7.1","98","N/A","N/A","N/A","N/A","0","N/A","N/A"
"Cameron Diaz","Money","tt0253867","The Sweetest Thing","2002","R","movie","Lillian Adams, Herbert W. Ankrom, Bryan Anthony, Christina Applegate","Comedy, Romance","32","5.1","45,698","26","4.2","65","3.0","199563","$24.4M","Columbia Pictures"
"Cameron Diaz","Money","tt0259711","Vanilla Sky","2001","R","movie","Tom Cruise, Penélope Cruz, Cameron Diaz, Kurt Russell","Fantasy, Mystery, Romance","45","6.9","204,840","42","5.3","72","3.0","297335","N/A","Paramount Pictures"
"Cameron Diaz","Money","tt0126029","Shrek","2001","PG","movie","Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow","Animation, Adventure, Comedy","84","7.9","460,398","88","7.8","90","3.9","1376651","$267.0M","Dreamworks"
"Cameron Diaz","Money","tt0178642","The Invisible Circus","2001","R","movie","Cameron Diaz, Jordana Brewster, Christopher Eccleston, Blythe Danner","Drama","40","5.7","2,650","21","4.0","45","3.0","3687","N/A","New Line Cinema"
"Cameron Diaz","Money","tt0160127","Charlie's Angels","2000","PG-13","movie","Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray","Action, Adventure, Comedy","52","5.5","144,036","67","6.2","45","2.9","728661","$124.4M","Columbia Pictures"
"Cameron Diaz","Money","tt0210358","Things You Can Tell Just by Looking at Her","2000","PG-13","movie","Glenn Close, Cameron Diaz, Calista Flockhart, Kathy Baker","Drama, Romance","N/A","6.6","5,770","74","6.5","64","3.3","4727","N/A","United Artists Films"
"Cameron Diaz","Money","tt0146838","Any Given Sunday","1999","R","movie","Al Pacino, Cameron Diaz, Dennis Quaid, James Woods","Drama, Sport","52","6.8","96,536","51","5.5","74","3.3","138532","N/A","Warner Bros. Pictures"
"Cameron Diaz","Money","tt0120601","Being John Malkovich","1999","R","movie","John Cusack, Cameron Diaz, Ned Bellamy, Eric Weinstein","Comedy, Drama, Fantasy","90","7.8","251,541","93","8.1","87","3.6","261130","N/A","Gramercy Pictures"
"Cameron Diaz","Money","tt0236471","Man Woman Film","1999","N/A","movie","Steve Abee, Lee Arenberg, Matt Baxter, Gavin Bellour","N/A","N/A","3.0","308","N/A","N/A","N/A","N/A","39","N/A","N/A"
"Cameron Diaz","Money","tt0124198","Very Bad Things","1998","R","movie","Jon Favreau, Leland Orser, Cameron Diaz, Christian Slater","Comedy, Crime, Thriller","31","6.3","39,115","44","5.6","58","3.0","35129","N/A","PolyGram"
"Cameron Diaz","Money","tt0129387","There's Something About Mary","1998","R","movie","Cameron Diaz, Matt Dillon, Ben Stiller, Lee Evans","Comedy, Romance","69","7.1","245,544","N/A","N/A","50","3.2","1072","N/A","First Look Pictures"
"Cameron Diaz","Money","tt0120669","Fear and Loathing in Las Vegas","1998","R","movie","Johnny Depp, Benicio Del Toro, Tobey Maguire, Ellen Barkin","Comedy","41","7.7","211,673","49","5.7","89","3.9","278480","N/A","Universal Pictures"
